ID,Product Name,Description,Price,Supplier Name,Supplier Contact,Category Name,Category Description,Image,Amount
253,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,1223.97,Hindustan Unilever,support@hindustanunilever.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/253/400/300,128516.85
253,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,1223.97,Patanjali Ayurved,support@patanjaliayurved.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/253/400/300,128516.85
254,Generic Item,Standard quality product with good value for money.,7.44,Hindustan Unilever,support@hindustanunilever.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/254/400/300,7224.24
254,Generic Item,Standard quality product with good value for money.,7.44,Patanjali Ayurved,support@patanjaliayurved.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/254/400/300,7224.24
255,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,11.18,Mahindra Supplies,support@mahindrasupplies.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/255/400/300,2549.04
255,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,11.18,Infosys Solutions,support@infosyssolutions.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/255/400/300,2549.04
255,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,11.18,Wipro Limited,support@wiprolimited.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/255/400/300,2549.04
256,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.84,Godrej Industries,support@godrejindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/256/400/300,8813.48
257,Basic Product,Standard quality product with good value for money.,4.78,Wipro Limited,support@wiprolimited.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/257/400/300,3403.36
258,Basic Product,Standard quality product with good value for money.,9.72,Patanjali Ayurved,support@patanjaliayurved.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/258/400/300,3596.40
259,Generic Item,Standard quality product with good value for money.,4.81,Mahindra Supplies,support@mahindrasupplies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/259/400/300,312.65
260,Basic Product,Standard quality product with good value for money.,4.95,Bajaj Electronics,support@bajajelectronics.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/260/400/300,2519.55
261,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,1222.68,Infosys Solutions,support@infosyssolutions.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/261/400/300,707931.72
261,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,1222.68,Bajaj Electronics,support@bajajelectronics.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/261/400/300,707931.72
262,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,367.84,Tata Enterprises,support@tataenterprises.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/262/400/300,115501.76
262,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,367.84,ITC Limited,support@itclimited.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/262/400/300,115501.76
263,Basic Product,Standard quality product with good value for money.,1.31,Infosys Solutions,support@infosyssolutions.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/263/400/300,505.66
263,Basic Product,Standard quality product with good value for money.,1.31,Bharti Airtel,support@bhartiairtel.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/263/400/300,505.66
264,Generic Item,Standard quality product with good value for money.,4.32,ITC Limited,support@itclimited.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/264/400/300,1464.48
265,Generic Item,Standard quality product with good value for money.,2.97,Patanjali Ayurved,support@patanjaliayurved.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/265/400/300,2441.34
266,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.06,Reliance Industries,support@relianceindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/266/400/300,419.12
266,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.06,Asian Paints,support@asianpaints.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/266/400/300,419.12
266,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.06,Bharti Airtel,support@bhartiairtel.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/266/400/300,419.12
267,Basic Product,Standard quality product with good value for money.,6.48,ITC Limited,support@itclimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/267/400/300,1231.20
268,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,2.62,Birla Corporation,support@birlacorporation.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/268/400/300,985.12
269,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,18.46,ITC Limited,support@itclimited.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/269/400/300,7734.74
270,Basic Product,Standard quality product with good value for money.,1.39,Birla Corporation,support@birlacorporation.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/270/400/300,87.57
270,Basic Product,Standard quality product with good value for money.,1.39,Bajaj Electronics,support@bajajelectronics.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/270/400/300,87.57
270,Basic Product,Standard quality product with good value for money.,1.39,Bharti Airtel,support@bhartiairtel.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/270/400/300,87.57
271,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,1248.61,Birla Corporation,support@birlacorporation.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/271/400/300,337124.70
272,Organic Honey,100% natural ingredients. No artificial preservatives.,9.36,Bharti Airtel,support@bhartiairtel.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/272/400/300,7628.40
273,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1145.74,Infosys Solutions,support@infosyssolutions.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/273/400/300,910863.30
273,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1145.74,Dabur India,support@daburindia.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/273/400/300,910863.30
274,Basic Product,Standard quality product with good value for money.,2.01,ITC Limited,support@itclimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/274/400/300,1573.83
275,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.53,Mahindra Supplies,support@mahindrasupplies.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/275/400/300,2650.05
276,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,1437.23,Birla Corporation,support@birlacorporation.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/276/400/300,628069.51
276,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,1437.23,Asian Paints,support@asianpaints.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/276/400/300,628069.51
277,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,9.31,Tata Enterprises,support@tataenterprises.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/277/400/300,2886.10
278,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,5.46,Dabur India,support@daburindia.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/278/400/300,5055.96
278,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,5.46,Patanjali Ayurved,support@patanjaliayurved.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/278/400/300,5055.96
279,Basic Product,Standard quality product with good value for money.,4.44,Birla Corporation,support@birlacorporation.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/279/400/300,1207.68
280,Dark Chocolate,100% natural ingredients. No artificial preservatives.,5.33,Godrej Industries,support@godrejindustries.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/280/400/300,5004.87
281,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.13,HCL Technologies,support@hcltechnologies.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/281/400/300,3825.47
281,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.13,ITC Limited,support@itclimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/281/400/300,3825.47
281,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.13,Hindustan Unilever,support@hindustanunilever.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/281/400/300,3825.47
282,Basic Product,Standard quality product with good value for money.,2.02,Reliance Industries,support@relianceindustries.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/282/400/300,1504.90
282,Basic Product,Standard quality product with good value for money.,2.02,Birla Corporation,support@birlacorporation.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/282/400/300,1504.90
283,Basic Product,Standard quality product with good value for money.,6.17,Infosys Solutions,support@infosyssolutions.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/283/400/300,5676.40
283,Basic Product,Standard quality product with good value for money.,6.17,Bajaj Electronics,support@bajajelectronics.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/283/400/300,5676.40
283,Basic Product,Standard quality product with good value for money.,6.17,Hindustan Unilever,support@hindustanunilever.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/283/400/300,5676.40
284,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1479.85,Godrej Industries,support@godrejindustries.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/284/400/300,531266.15
284,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1479.85,Dabur India,support@daburindia.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/284/400/300,531266.15
285,Basic Product,Standard quality product with good value for money.,6.88,Birla Corporation,support@birlacorporation.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/285/400/300,6666.72
285,Basic Product,Standard quality product with good value for money.,6.88,Asian Paints,support@asianpaints.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/285/400/300,6666.72
286,Generic Item,Standard quality product with good value for money.,7.61,Birla Corporation,support@birlacorporation.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/286/400/300,814.27
287,Formal Shirt,Comfortable fit with premium fabric quality. Machine washable.,14.09,Wipro Limited,support@wiprolimited.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/287/400/300,6932.28
288,Generic Item,Standard quality product with good value for money.,3.25,Bajaj Electronics,support@bajajelectronics.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/288/400/300,822.25
289,Generic Item,Standard quality product with good value for money.,4.72,Infosys Solutions,support@infosyssolutions.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/289/400/300,4625.60
289,Generic Item,Standard quality product with good value for money.,4.72,Hindustan Unilever,support@hindustanunilever.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/289/400/300,4625.60
290,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.29,Infosys Solutions,support@infosyssolutions.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/290/400/300,7071.37
290,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,8.29,Patanjali Ayurved,support@patanjaliayurved.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/290/400/300,7071.37
291,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.96,Birla Corporation,support@birlacorporation.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/291/400/300,3114.88
291,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.96,Mahindra Supplies,support@mahindrasupplies.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/291/400/300,3114.88
291,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.96,Bajaj Electronics,support@bajajelectronics.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/291/400/300,3114.88
292,Basic Product,Standard quality product with good value for money.,2.36,Reliance Industries,support@relianceindustries.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/292/400/300,1602.44
292,Basic Product,Standard quality product with good value for money.,2.36,Birla Corporation,support@birlacorporation.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/292/400/300,1602.44
293,Generic Item,Standard quality product with good value for money.,7.30,Tata Enterprises,support@tataenterprises.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/293/400/300,489.10
293,Generic Item,Standard quality product with good value for money.,7.30,HCL Technologies,support@hcltechnologies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/293/400/300,489.10
293,Generic Item,Standard quality product with good value for money.,7.30,Godrej Industries,support@godrejindustries.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/293/400/300,489.10
294,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,16.18,HCL Technologies,support@hcltechnologies.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/294/400/300,8801.92
294,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,16.18,Bharti Airtel,support@bhartiairtel.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/294/400/300,8801.92
295,Basic Product,Standard quality product with good value for money.,2.57,Reliance Industries,support@relianceindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/295/400/300,1123.09
295,Basic Product,Standard quality product with good value for money.,2.57,ITC Limited,support@itclimited.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/295/400/300,1123.09
296,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,7.40,Infosys Solutions,support@infosyssolutions.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/296/400/300,1465.20
296,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,7.40,ITC Limited,support@itclimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/296/400/300,1465.20
296,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,7.40,Asian Paints,support@asianpaints.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/296/400/300,1465.20
297,Generic Item,Standard quality product with good value for money.,6.26,Mahindra Supplies,support@mahindrasupplies.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/297/400/300,4776.38
297,Generic Item,Standard quality product with good value for money.,6.26,Infosys Solutions,support@infosyssolutions.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/297/400/300,4776.38
297,Generic Item,Standard quality product with good value for money.,6.26,Dabur India,support@daburindia.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/297/400/300,4776.38
298,Generic Item,Standard quality product with good value for money.,2.67,Wipro Limited,support@wiprolimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/298/400/300,1724.82
298,Generic Item,Standard quality product with good value for money.,2.67,Dabur India,support@daburindia.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/298/400/300,1724.82
299,Basic Product,Standard quality product with good value for money.,1.42,Wipro Limited,support@wiprolimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/299/400/300,257.02
299,Basic Product,Standard quality product with good value for money.,1.42,HCL Technologies,support@hcltechnologies.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/299/400/300,257.02
300,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,841.52,HCL Technologies,support@hcltechnologies.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/300/400/300,25245.60
300,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,841.52,Dabur India,support@daburindia.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/300/400/300,25245.60
300,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,841.52,Hindustan Unilever,support@hindustanunilever.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/300/400/300,25245.60
301,Cotton T-Shirt,Comfortable fit with premium fabric quality. Machine washable.,12.51,Bharti Airtel,support@bhartiairtel.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/301/400/300,5429.34
302,Generic Item,Standard quality product with good value for money.,5.57,ITC Limited,support@itclimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/302/400/300,2562.20
303,Basic Product,Standard quality product with good value for money.,6.34,HCL Technologies,support@hcltechnologies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/303/400/300,4095.64
303,Basic Product,Standard quality product with good value for money.,6.34,Asian Paints,support@asianpaints.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/303/400/300,4095.64
303,Basic Product,Standard quality product with good value for money.,6.34,Bharti Airtel,support@bhartiairtel.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/303/400/300,4095.64
304,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,1008.86,Mahindra Supplies,support@mahindrasupplies.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/304/400/300,684007.08
305,Basic Product,Standard quality product with good value for money.,2.68,Godrej Industries,support@godrejindustries.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/305/400/300,144.72
306,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,6.52,Birla Corporation,support@birlacorporation.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/306/400/300,3357.80
306,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,6.52,Godrej Industries,support@godrejindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/306/400/300,3357.80
306,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,6.52,Patanjali Ayurved,support@patanjaliayurved.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/306/400/300,3357.80
307,Basic Product,Standard quality product with good value for money.,2.22,HCL Technologies,support@hcltechnologies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/307/400/300,1962.48
307,Basic Product,Standard quality product with good value for money.,2.22,Godrej Industries,support@godrejindustries.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/307/400/300,1962.48
308,Generic Item,Standard quality product with good value for money.,9.90,Bajaj Electronics,support@bajajelectronics.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/308/400/300,6583.50
309,Basic Product,Standard quality product with good value for money.,1.48,Tata Enterprises,support@tataenterprises.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/309/400/300,853.96
309,Basic Product,Standard quality product with good value for money.,1.48,Godrej Industries,support@godrejindustries.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/309/400/300,853.96
309,Basic Product,Standard quality product with good value for money.,1.48,Hindustan Unilever,support@hindustanunilever.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/309/400/300,853.96
310,Generic Item,Standard quality product with good value for money.,8.52,Dabur India,support@daburindia.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/310/400/300,6006.60
311,Basic Product,Standard quality product with good value for money.,4.51,Reliance Industries,support@relianceindustries.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/311/400/300,1127.50
311,Basic Product,Standard quality product with good value for money.,4.51,Hindustan Unilever,support@hindustanunilever.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/311/400/300,1127.50
312,Basic Product,Standard quality product with good value for money.,4.45,Hindustan Unilever,support@hindustanunilever.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/312/400/300,2634.40
312,Basic Product,Standard quality product with good value for money.,4.45,Asian Paints,support@asianpaints.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/312/400/300,2634.40
313,Basic Product,Standard quality product with good value for money.,2.21,Reliance Industries,support@relianceindustries.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/313/400/300,884.00
313,Basic Product,Standard quality product with good value for money.,2.21,Mahindra Supplies,support@mahindrasupplies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/313/400/300,884.00
313,Basic Product,Standard quality product with good value for money.,2.21,HCL Technologies,support@hcltechnologies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/313/400/300,884.00
314,Generic Item,Standard quality product with good value for money.,5.64,Wipro Limited,support@wiprolimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/314/400/300,4066.44
314,Generic Item,Standard quality product with good value for money.,5.64,HCL Technologies,support@hcltechnologies.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/314/400/300,4066.44
314,Generic Item,Standard quality product with good value for money.,5.64,Asian Paints,support@asianpaints.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/314/400/300,4066.44
315,Generic Item,Standard quality product with good value for money.,4.81,Tata Enterprises,support@tataenterprises.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/315/400/300,3309.28
315,Generic Item,Standard quality product with good value for money.,4.81,Infosys Solutions,support@infosyssolutions.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/315/400/300,3309.28
316,Basic Product,Standard quality product with good value for money.,9.55,Godrej Industries,support@godrejindustries.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/316/400/300,9196.65
317,Denim Jeans,Comfortable fit with premium fabric quality. Machine washable.,28.50,Tata Enterprises,support@tataenterprises.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/317/400/300,27388.50
317,Denim Jeans,Comfortable fit with premium fabric quality. Machine washable.,28.50,Infosys Solutions,support@infosyssolutions.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/317/400/300,27388.50
317,Denim Jeans,Comfortable fit with premium fabric quality. Machine washable.,28.50,Asian Paints,support@asianpaints.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/317/400/300,27388.50
318,Basic Product,Standard quality product with good value for money.,6.14,Birla Corporation,support@birlacorporation.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/318/400/300,4267.30
318,Basic Product,Standard quality product with good value for money.,6.14,Godrej Industries,support@godrejindustries.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/318/400/300,4267.30
318,Basic Product,Standard quality product with good value for money.,6.14,Dabur India,support@daburindia.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/318/400/300,4267.30
319,Basic Product,Standard quality product with good value for money.,7.76,Infosys Solutions,support@infosyssolutions.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/319/400/300,7271.12
320,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,2.80,Birla Corporation,support@birlacorporation.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/320/400/300,2606.80
320,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,2.80,Wipro Limited,support@wiprolimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/320/400/300,2606.80
320,Rich Dad Poor Dad,Bestseller with excellent reader reviews. Available in paperback and hardcover.,2.80,HCL Technologies,support@hcltechnologies.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/320/400/300,2606.80
321,Basic Product,Standard quality product with good value for money.,7.70,Birla Corporation,support@birlacorporation.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/321/400/300,3534.30
322,Generic Item,Standard quality product with good value for money.,8.88,ITC Limited,support@itclimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/322/400/300,3765.12
323,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,1408.56,Birla Corporation,support@birlacorporation.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/323/400/300,553564.08
323,Dell XPS,High-quality device with premium features. Includes warranty and after-sales support.,1408.56,HCL Technologies,support@hcltechnologies.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/323/400/300,553564.08
324,Organic Honey,100% natural ingredients. No artificial preservatives.,6.93,ITC Limited,support@itclimited.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/324/400/300,284.13
325,Generic Item,Standard quality product with good value for money.,7.85,Asian Paints,support@asianpaints.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/325/400/300,3807.25
326,Generic Item,Standard quality product with good value for money.,9.57,Mahindra Supplies,support@mahindrasupplies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/326/400/300,2277.66
327,Basic Product,Standard quality product with good value for money.,5.95,ITC Limited,support@itclimited.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/327/400/300,874.65
328,Generic Item,Standard quality product with good value for money.,3.41,Patanjali Ayurved,support@patanjaliayurved.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/328/400/300,2329.03
329,Basic Product,Standard quality product with good value for money.,6.47,Godrej Industries,support@godrejindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/329/400/300,4179.62
329,Basic Product,Standard quality product with good value for money.,6.47,Patanjali Ayurved,support@patanjaliayurved.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/329/400/300,4179.62
330,Generic Item,Standard quality product with good value for money.,3.80,Reliance Industries,support@relianceindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/330/400/300,2793.00
330,Generic Item,Standard quality product with good value for money.,3.80,Infosys Solutions,support@infosyssolutions.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/330/400/300,2793.00
330,Generic Item,Standard quality product with good value for money.,3.80,HCL Technologies,support@hcltechnologies.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/330/400/300,2793.00
331,Organic Honey,100% natural ingredients. No artificial preservatives.,9.41,Dabur India,support@daburindia.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/331/400/300,8186.70
332,Generic Item,Standard quality product with good value for money.,7.67,Wipro Limited,support@wiprolimited.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/332/400/300,3229.07
332,Generic Item,Standard quality product with good value for money.,7.67,Bajaj Electronics,support@bajajelectronics.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/332/400/300,3229.07
332,Generic Item,Standard quality product with good value for money.,7.67,Asian Paints,support@asianpaints.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/332/400/300,3229.07
